Experiment Name,Specimen Name,Well Name,Record Date,$OP,GUID,All Events #Events,All Events %Parent,whole population #Events,whole population %Parent,singlet #Events,singlet %Parent,FITC #Events,FITC %Parent
20240610_KWTITER,plate_3,F12,6/10/24 18:03,Phillips ,7e66ddc0-9847-4d8f-ba6d-912633d4e490 ,21826,,10265,47,10000,97.4,39,0.4
20240610_KWTITER,plate_3,G12,6/10/24 18:03,Phillips ,0d40c182-fdaf-46e5-a517-ea25a3196105 ,23491,,10200,43.4,10000,98,23,0.2
20240610_KWTITER,plate_3,H12,6/10/24 18:03,Phillips ,5d5f36a1-f419-42b0-861e-de30ec3f52f0 ,24584,,10222,41.6,10000,97.8,23,0.2
20240610_KWTITER,plate_4,A1,6/10/24 18:27,Phillips ,30a27fe0-ebbf-4a31-8c33-465fb852eeb3 ,28775,,16288,56.6,15552,95.5,176,1.1
20240610_KWTITER,plate_4,A2,6/10/24 18:10,Phillips ,fbe52417-f206-4af2-affd-b53698e507cf ,16447,,10366,63,10000,96.5,131,1.3
20240610_KWTITER,plate_4,A3,6/10/24 18:10,Phillips ,025da915-80dc-4ec2-b38b-621f090ce323 ,15135,,10542,69.7,10000,94.9,58,0.6
20240610_KWTITER,plate_4,A4,6/10/24 18:10,Phillips ,8fa803d2-bcd1-4e95-9c10-18deb59921f2 ,16674,,10438,62.6,10000,95.8,48,0.5
20240610_KWTITER,plate_4,A5,6/10/24 18:11,Phillips ,60dc83d2-c93f-4397-a89d-a79c839b3a76 ,15433,,10261,66.5,10000,97.5,238,2.4
20240610_KWTITER,plate_4,A6,6/10/24 18:11,Phillips ,e7ea6ecf-864d-47b8-95f9-507577ca6ac6 ,15438,,10359,67.1,10000,96.5,222,2.2
20240610_KWTITER,plate_4,A7,6/10/24 18:11,Phillips ,fad0c555-33ec-4e97-ac35-eb7c6471b4c5 ,15052,,10438,69.3,10000,95.8,61,0.6
20240610_KWTITER,plate_4,A8,6/10/24 18:12,Phillips ,f4b2c430-7ee8-4e1e-861e-294c06bfef16 ,17384,,10287,59.2,10000,97.2,64,0.6
20240610_KWTITER,plate_4,B1,6/10/24 18:12,Phillips ,100e89e2-4ba5-4d05-afd7-67495c052388 ,17454,,10378,59.5,10000,96.4,31,0.3
20240610_KWTITER,plate_4,B2,6/10/24 18:12,Phillips ,0f308310-8b81-4a38-9963-ac620f069692 ,18169,,10244,56.4,10000,97.6,26,0.3
20240610_KWTITER,plate_4,B3,6/10/24 18:13,Phillips ,f2f1d63c-55e9-4b97-8f9e-7ea52df3e185 ,18361,,10297,56.1,10000,97.1,25,0.3
20240610_KWTITER,plate_4,B4,6/10/24 18:13,Phillips ,1c1bac93-edf1-428e-b92e-5b3e9d961d68 ,17975,,10248,57,10000,97.6,16,0.2
20240610_KWTITER,plate_4,B5,6/10/24 18:13,Phillips ,8368ee83-0072-47c7-bf6a-b5d91df0c65d ,16899,,10277,60.8,10000,97.3,67,0.7
20240610_KWTITER,plate_4,B6,6/10/24 18:13,Phillips ,24e21d3a-ea37-423f-8836-f8b16361de6e ,16768,,10308,61.5,10000,97,39,0.4
20240610_KWTITER,plate_4,B7,6/10/24 18:14,Phillips ,a51d583e-f363-4232-8b8e-d1488eaceb4a ,16823,,10323,61.4,10000,96.9,21,0.2
20240610_KWTITER,plate_4,B8,6/10/24 18:14,Phillips ,b2a8c982-7bff-40b4-8525-719935784d65 ,17146,,10213,59.6,10000,97.9,23,0.2
20240610_KWTITER,plate_4,C1,6/10/24 18:14,Phillips ,3aeedd35-acc2-478c-ac15-68d9bdca0469 ,603,,296,49.1,285,96.3,1,0.4
20240610_KWTITER,plate_4,C2,6/10/24 18:15,Phillips ,25593eb9-fd94-44b9-8c95-f3ab2d4b7ed4 ,18250,,10241,56.1,10000,97.6,13,0.1
20240610_KWTITER,plate_4,C3,6/10/24 18:15,Phillips ,b6332cbe-b449-4e91-9c38-0803e9666e76 ,18075,,10259,56.8,10000,97.5,9,0.1
20240610_KWTITER,plate_4,C4,6/10/24 18:15,Phillips ,275db342-418d-4361-a987-adece5d548e9 ,17638,,10274,58.2,10000,97.3,19,0.2
20240610_KWTITER,plate_4,C5,6/10/24 18:15,Phillips ,ab836d43-52a3-4e8e-979e-8c09234a539a ,17125,,10275,60,10000,97.3,29,0.3
20240610_KWTITER,plate_4,C6,6/10/24 18:16,Phillips ,e3c3b5b4-70d0-4296-8e49-deb3f77e7075 ,1308,,809,61.9,792,97.9,1,0.1
20240610_KWTITER,plate_4,C7,6/10/24 18:16,Phillips ,93aacb72-434a-4b55-9565-b22d9ab55bd1 ,17533,,10286,58.7,10000,97.2,16,0.2
20240610_KWTITER,plate_4,C8,6/10/24 18:17,Phillips ,a62cd60a-2d19-4a14-9f14-86a0340a4912 ,1512,,918,60.7,899,97.9,1,0.1
20240610_KWTITER,plate_4,D1,6/10/24 18:17,Phillips ,99320dbd-564b-4e91-a873-d385c038a778 ,19324,,10225,52.9,10000,97.8,22,0.2
20240610_KWTITER,plate_4,D2,6/10/24 18:17,Phillips ,5982b152-9608-4f4a-8e9e-6148e061204a ,18857,,10273,54.5,10000,97.3,18,0.2
20240610_KWTITER,plate_4,D3,6/10/24 18:18,Phillips ,037e44e8-9905-4fc0-ad35-286340ae58b0 ,5903,,2756,46.7,2704,98.1,6,0.2
20240610_KWTITER,plate_4,D4,6/10/24 18:18,Phillips ,3e0e812d-8abc-4e22-9eff-308634f01c6a ,1550,,832,53.7,820,98.6,1,0.1
